tree_label	candidate_id	source	gene_id	relative_gene_position	relative_bp_start	relative_bp_end	strand	plot_label	neighborhood_structure_class	strict_synteny_QC_pass	annotation
IS|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	GFF+DRAM annotation	SY365BB-8-12_bin26_SY365BB-8-12_bin26-k141_1297159_25	5	5431	7077	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	GFF+DRAM annotation	SY365BB-8-12_bin26_SY365BB-8-12_bin26-k141_1297159_26	6	7077	8360	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	GFF+DRAM annotation	SY365BB-8-12_bin26_SY365BB-8-12_bin26-k141_1297159_27	7	8360	9730	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	GFF+DRAM annotation	SY365BB-8-12_bin26_SY365BB-8-12_bin26-k141_1297159_28	8	9727	11973	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3] (db=kegg)
IS|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	GFF+DRAM annotation	SY365BB-8-12_bin26_SY365BB-8-12_bin26-k141_1297159_29	9	12056	12841	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, OmpR family, response regulator (db=kegg)
IS|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	GFF+DRAM annotation	SY365BB-8-12_bin26_SY365BB-8-12_bin26-k141_1297159_30	10	12952	14217	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; molybdopterin molybdotransferase [EC:2.10.1.1] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_32	-10	-13906	-12947	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_33	-9	-12891	-12169	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, OmpR family, response regulator (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_34	-8	-12023	-9786	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_35	-7	-9782	-8400	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_36	-6	-8419	-7130	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_37	-5	-7137	-5467	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_38	-4	-5460	-4711	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_39	-3	-4609	-4502	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_40	-2	-4477	-3737	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_41	-1	-3713	-1515	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	focal MAG candidate + GFF	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_42	0	-1339	1339	-	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	joint reference search + strict-QC	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_43	1	1352	1933	-	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	joint reference search + strict-QC	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_44	2	1954	3096	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	joint reference search + strict-QC	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_45	3	3112	4233	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_46	4	4377	6644	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_47	5	6654	7787	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Cytochrome c [PF00034.26] (db=pfam)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_48	6	7784	9562	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_49	7	9575	9703	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_50	8	9726	9848	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_51	9	9957	10259	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8-k141_492248_42	GFF+DRAM annotation	SY456YB-0-4_bin8_SY456YB-0-4_bin8-k141_492248_52	10	10573	11217	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Crp-like helix-turn-helix domain [PF13545.11] (db=pfam)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	focal MAG candidate + GFF	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_1	0	-1342	1342	+	AioA/IdrA-related A	unresolved/truncated neighborhood	no	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_2	1	1507	3696	+	other annotated CDS	unresolved/truncated neighborhood	no	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_3	2	3721	4461	+	other annotated CDS	unresolved/truncated neighborhood	no	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_4	3	4485	4592	+	other annotated CDS	unresolved/truncated neighborhood	no	rank: E
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_5	4	4589	5434	+	other annotated CDS	unresolved/truncated neighborhood	no	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_6	5	5441	7090	+	other annotated CDS	unresolved/truncated neighborhood	no	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_7	6	7090	8367	+	other annotated CDS	unresolved/truncated neighborhood	no	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_8	7	8357	9730	+	other annotated CDS	unresolved/truncated neighborhood	no	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_9	8	9734	11971	-	other annotated CDS	unresolved/truncated neighborhood	no	rank: C; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3] (db=kegg)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_10	9	12116	12838	+	other annotated CDS	unresolved/truncated neighborhood	no	rank: C; two-component system, OmpR family, response regulator (db=kegg)
IS|SY457BB-8-12_bin16-k141_1142550_1	SY457BB-8-12_bin16-k141_1142550_1	GFF+DRAM annotation	SY457BB-8-12_bin16_SY457BB-8-12_bin16-k141_1142550_11	10	12912	13871	-	other annotated CDS	unresolved/truncated neighborhood	no	rank: C; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25] (db=kegg)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_28	-10	-14270	-12930	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.30]; T3SS EscN ATPase C-terminal domain [PF18269.6] (db=pfam)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_29	-9	-12895	-12131	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, OmpR family, response regulator (db=kegg)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_30	-8	-12094	-9788	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3] (db=kegg)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_31	-7	-9770	-8397	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_32	-6	-8407	-7130	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_33	-5	-7137	-5467	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_34	-4	-5460	-4633	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_35	-3	-4609	-4502	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_36	-2	-4476	-3736	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_37	-1	-3710	-1494	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	focal MAG candidate + GFF	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_38	0	-1339	1339	-	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	joint reference search + strict-QC	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_39	1	1352	1933	-	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	joint reference search + strict-QC	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_40	2	1954	3096	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	joint reference search + strict-QC	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_41	3	3112	4305	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-8-12_bin15-k141_1498167_38	SY457BB-8-12_bin15-k141_1498167_38	GFF+DRAM annotation	SY457BB-8-12_bin15_SY457BB-8-12_bin15-k141_1498167_42	4	4371	4568	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-4-8_bin29-k141_12975_7	SY457BB-4-8_bin29-k141_12975_7	GFF+DRAM annotation	SY457BB-4-8_bin29_SY457BB-4-8_bin29-k141_12975_1	-6	-8816	-7785	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Cytochrome bd terminal oxidase subunit I [PF01654.22] (db=pfam)
IS|SY457BB-4-8_bin29-k141_12975_7	SY457BB-4-8_bin29-k141_12975_7	GFF+DRAM annotation	SY457BB-4-8_bin29_SY457BB-4-8_bin29-k141_12975_2	-5	-7788	-6640	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-4-8_bin29-k141_12975_7	SY457BB-4-8_bin29-k141_12975_7	GFF+DRAM annotation	SY457BB-4-8_bin29_SY457BB-4-8_bin29-k141_12975_3	-4	-6629	-4383	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY457BB-4-8_bin29-k141_12975_7	SY457BB-4-8_bin29-k141_12975_7	joint reference search + strict-QC	SY457BB-4-8_bin29_SY457BB-4-8_bin29-k141_12975_4	-3	-4224	-3106	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-4-8_bin29-k141_12975_7	SY457BB-4-8_bin29-k141_12975_7	joint reference search + strict-QC	SY457BB-4-8_bin29_SY457BB-4-8_bin29-k141_12975_5	-2	-3091	-1949	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-4-8_bin29-k141_12975_7	SY457BB-4-8_bin29-k141_12975_7	joint reference search + strict-QC	SY457BB-4-8_bin29_SY457BB-4-8_bin29-k141_12975_6	-1	-1927	-1352	+	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-4-8_bin29-k141_12975_7	SY457BB-4-8_bin29-k141_12975_7	focal MAG candidate + GFF	SY457BB-4-8_bin29_SY457BB-4-8_bin29-k141_12975_7	0	-1339	1339	+	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-4-8_bin29-k141_12975_7	SY457BB-4-8_bin29-k141_12975_7	GFF+DRAM annotation	SY457BB-4-8_bin29_SY457BB-4-8_bin29-k141_12975_8	1	1498	1644	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	GFF+DRAM annotation	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_1	-4	-4886	-4398	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15] (db=pfam)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	joint reference search + strict-QC	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_2	-3	-4231	-3110	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	joint reference search + strict-QC	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_3	-2	-3098	-1956	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	joint reference search + strict-QC	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_4	-1	-1933	-1352	+	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	focal MAG candidate + GFF	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_5	0	-1339	1339	+	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	GFF+DRAM annotation	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_6	1	1496	3664	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	GFF+DRAM annotation	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_7	2	3695	4435	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	GFF+DRAM annotation	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_8	3	4457	4561	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	GFF+DRAM annotation	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_9	4	4558	5391	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	GFF+DRAM annotation	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_10	5	5393	7024	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	GFF+DRAM annotation	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_11	6	7026	8303	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY457BB-8-12_bin4-k141_1432391_5	SY457BB-8-12_bin4-k141_1432391_5	GFF+DRAM annotation	SY457BB-8-12_bin4_SY457BB-8-12_bin4-k141_1432391_12	7	8293	8910	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_2	-10	-11437	-10472	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9] (db=kegg)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_3	-9	-10343	-10041	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_4	-8	-9935	-9813	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_5	-7	-9792	-9664	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_6	-6	-9652	-7901	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_7	-5	-7904	-6762	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_8	-4	-6749	-4467	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	joint reference search + strict-QC	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_9	-3	-4213	-3092	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
