target_gene_id,MAG_id,branch,habitat,sample_group,sample_id,target_contig,neighbor_orf_id,contig_id,relative_position,strand,start,end,KO,product,function_class,function_label,is_target,source_remote_orf_path
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_5,k141_314185,-7,-,2644,3177,K01419,"ATP-dependent HslUV protease, peptidase subunit HslV",Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_6,k141_314185,-6,-,3417,5207,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_7,k141_314185,-5,-,5314,6240,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_8,k141_314185,-4,-,6539,7555,K03639,"GTP 3',8-cyclase",Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_9,k141_314185,-3,+,7969,9081,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_10,k141_314185,-2,+,9097,10293,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_11,k141_314185,-1,+,10290,10901,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_12,k141_314185,0,+,10913,13606,K08356,arsenite oxidase large subunit,Target IdrA-like K08356,IdrA,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_13,k141_314185,1,+,13774,14436,K07152,protein SCO1,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_14,k141_314185,2,+,14531,15256,K02020,molybdate transport system substrate-binding protein,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_15,k141_314185,3,+,15253,15939,K02018,molybdate transport system permease protein,Transporter,transporter,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_16,k141_314185,4,+,15902,17044,K02017,molybdate transport system ATP-binding protein,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_17,k141_314185,5,-,17222,18595,K02481,"two-component system, NtrC family, response regulator",Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_18,k141_314185,6,-,18592,21528,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_19,k141_314185,7,-,21525,21890,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_20,k141_314185,8,-,21927,23345,K00231,protoporphyrinogen/coproporphyrinogen III oxidase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_21,k141_314185,9,-,23342,23482,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY456YB-4-8_bin24-k141_314185_12,SY456YB-4-8_bin24,IdrA-associated,IS,SY456YB-4-8,SY456YB-4-8,k141_314185,k141_314185_22,k141_314185,10,-,23482,24744,K22227,AdoMet-dependent heme synthase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin2-k141_509701_9,SY457BB-0-4_bin2,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_509701,k141_509701_1,k141_509701,-8,+,3,704,K03750,molybdopterin molybdotransferase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin2-k141_509701_9,SY457BB-0-4_bin2,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_509701,k141_509701_2,k141_509701,-7,+,845,1099,K03636,sulfur-carrier protein,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin2-k141_509701_9,SY457BB-0-4_bin2,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_509701,k141_509701_3,k141_509701,-6,+,1102,1554,K03635,molybdopterin synthase catalytic subunit,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin2-k141_509701_9,SY457BB-0-4_bin2,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_509701,k141_509701_4,k141_509701,-5,+,1551,1979,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin2-k141_509701_9,SY457BB-0-4_bin2,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_509701,k141_509701_5,k141_509701,-4,+,1972,3450,K03092,RNA polymerase sigma-54 factor,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin2-k141_509701_9,SY457BB-0-4_bin2,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_509701,k141_509701_6,k141_509701,-3,+,3749,4867,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin2-k141_509701_9,SY457BB-0-4_bin2,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_509701,k141_509701_7,k141_509701,-2,+,4884,6074,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin2-k141_509701_9,SY457BB-0-4_bin2,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_509701,k141_509701_8,k141_509701,-1,+,6071,6697,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin2-k141_509701_9,SY457BB-0-4_bin2,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_509701,k141_509701_9,k141_509701,0,+,6709,9420,K08356,arsenite oxidase large subunit,Target IdrA-like K08356,IdrA,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_1,k141_455312,-7,+,1,303,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_2,k141_455312,-6,-,356,1087,K02483,"two-component system, OmpR family, response regulator",Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_3,k141_455312,-5,+,1219,3471,K13587,"two-component system, cell cycle sensor histidine kinase and response regulator CckA",Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_4,k141_455312,-4,+,3610,4725,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_5,k141_455312,-3,+,4737,4919,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_6,k141_455312,-2,+,5007,5918,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_7,k141_455312,-1,+,5931,6503,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_8,k141_455312,0,+,6522,9200,K08356,arsenite oxidase large subunit,Target IdrA-like K08356,IdrA,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_9,k141_455312,1,+,9385,11166,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_10,k141_455312,2,+,11163,11804,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_11,k141_455312,3,+,11866,12414,K24843,2-(all-trans-polyprenyl)phenol 6-hydroxylase (prephenate) accessory factor UbiT,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_12,k141_455312,4,+,12408,13391,K24844,2-(all-trans-polyprenyl)phenol 6-hydroxylase (prephenate) UbiU,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_13,k141_455312,5,+,13397,14308,K24845,2-(all-trans-polyprenyl)phenol 6-hydroxylase (prephenate) UbiV,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_14,k141_455312,6,+,14320,14832,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY457BB-0-4_bin35-k141_455312_8,SY457BB-0-4_bin35,IdrA-associated,IS,SY457BB-0-4,SY457BB-0-4,k141_455312,k141_455312_15,k141_455312,7,-,14883,15281,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_26,k141_320908,-10,-,20992,21129,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_27,k141_320908,-9,+,21767,24235,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_28,k141_320908,-8,+,24308,25048,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_29,k141_320908,-7,+,25227,27401,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_30,k141_320908,-6,+,27404,28663,K22227,AdoMet-dependent heme synthase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_31,k141_320908,-5,+,28660,30066,K00231,protoporphyrinogen/coproporphyrinogen III oxidase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_32,k141_320908,-4,+,30123,30440,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_33,k141_320908,-3,+,30431,33025,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_34,k141_320908,-2,+,33022,34392,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_35,k141_320908,-1,-,34438,35058,K07152,protein SCO1,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_36,k141_320908,0,-,35154,37865,K08356,arsenite oxidase large subunit,Target IdrA-like K08356,IdrA,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_37,k141_320908,1,-,37877,38491,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_38,k141_320908,2,-,38488,39678,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_39,k141_320908,3,-,39694,40812,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_40,k141_320908,4,-,41106,42581,K03092,RNA polymerase sigma-54 factor,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_41,k141_320908,5,-,42574,43002,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_42,k141_320908,6,-,43002,43451,K03635,molybdopterin synthase catalytic subunit,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_43,k141_320908,7,-,43462,43716,K03636,sulfur-carrier protein,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_44,k141_320908,8,-,43742,44983,K03750,molybdopterin molybdotransferase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_45,k141_320908,9,-,45024,45557,K03638,molybdopterin adenylyltransferase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY459WG-4-8_bin8-k141_320908_36,SY459WG-4-8_bin8,IdrA-associated,IS,SY459WG-4-8,SY459WG-4-8,k141_320908,k141_320908_46,k141_320908,10,-,45717,47780,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
S1_9-12_bin1-k141_637215_2,S1_9-12_bin1,canonical aioA-associated,AS,S1,S1_9-12,k141_637215,k141_637215_1,k141_637215,-1,+,1070,1588,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
S1_9-12_bin1-k141_637215_2,S1_9-12_bin1,canonical aioA-associated,AS,S1,S1_9-12,k141_637215,k141_637215_2,k141_637215,0,+,1613,4084,K08356,arsenite oxidase large subunit,Target canonical aioA,AioA,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
S1_9-12_bin1-k141_637215_2,S1_9-12_bin1,canonical aioA-associated,AS,S1,S1_9-12,k141_637215,k141_637215_3,k141_637215,1,+,4246,5181,K01011,thiosulfate/3-mercaptopyruvate sulfurtransferase,Sox/sulfur oxidation,sox,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_3,k141_14765,-10,-,3539,5209,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_4,k141_14765,-9,-,5418,6071,K22108,"TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator",Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_5,k141_14765,-8,+,6114,7301,K00626,acetyl-CoA C-acetyltransferase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_6,k141_14765,-7,-,7347,8486,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_7,k141_14765,-6,-,8564,10264,K03406,methyl-accepting chemotaxis protein,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_8,k141_14765,-5,-,10289,10702,K03741,arsenate reductase (thioredoxin),Arsenic resistance,ars,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_9,k141_14765,-4,+,10853,11590,K11811,arsenical resistance protein ArsH,Arsenic resistance,ars,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_10,k141_14765,-3,+,11604,12683,K03325,arsenite transporter,Arsenic resistance,ars,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_11,k141_14765,-2,+,12696,13361,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_12,k141_14765,-1,+,13817,14335,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_13,k141_14765,0,+,14352,16832,K08356,arsenite oxidase large subunit,Target canonical aioA,AioA,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_14,k141_14765,1,-,16909,18060,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_15,k141_14765,2,-,18057,19223,K25223,"MFS transporter, APGE family, 1-arseno-3-phosphoglycerate exporter",Arsenic resistance,ars,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_16,k141_14765,3,-,19273,20304,K25224,glyceraldehyde-3-phosphate dehydrogenase (arsenate-transferring),Arsenic resistance,ars,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_17,k141_14765,4,-,20481,21320,K02036,phosphate transport system ATP-binding protein,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
