target_id	MAG_ID	contig_id	target_gene_index	neighbor_gene_index	relative_position	role	neighbor_raw_id	start	end	strand	prodigal_attrs
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	29	-3	upstream	SY365BB-8-12_bin10-k141_688982_29	25310	26428	+	ID=34_29;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	30	-2	upstream	SY365BB-8-12_bin10-k141_688982_30	26443	27594	+	ID=34_30;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.516
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	31	-1	upstream	SY365BB-8-12_bin10-k141_688982_31	27615	28196	+	ID=34_31;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.503
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	32	0	target	SY365BB-8-12_bin10-k141_688982_32	28209	30887	+	ID=34_32;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.506
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	33	1	downstream	SY365BB-8-12_bin10-k141_688982_33	31039	33228	+	ID=34_33;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.531
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	34	2	downstream	SY365BB-8-12_bin10-k141_688982_34	33254	33994	+	ID=34_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.471
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	35	3	downstream	SY365BB-8-12_bin10-k141_688982_35	34013	34120	+	ID=34_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.444
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	36	4	downstream	SY365BB-8-12_bin10-k141_688982_36	34150	34953	+	ID=34_36;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.541
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	37	5	downstream	SY365BB-8-12_bin10-k141_688982_37	34965	36617	+	ID=34_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.515
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	38	6	downstream	SY365BB-8-12_bin10-k141_688982_38	36610	37881	+	ID=34_38;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.542
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	39	7	downstream	SY365BB-8-12_bin10-k141_688982_39	37878	39251	+	ID=34_39;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.545
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	40	8	downstream	SY365BB-8-12_bin10-k141_688982_40	39238	40461	-	ID=34_40;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.538
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	41	9	downstream	SY365BB-8-12_bin10-k141_688982_41	40458	41099	-	ID=34_41;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.569
SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	SY365BB-8-12_bin10-k141_688982	32	42	10	downstream	SY365BB-8-12_bin10-k141_688982_42	41252	43447	-	ID=34_42;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.493
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	10	-10	upstream	SY365BB-8-12_bin26-k141_1297159_10	11907	12674	-	ID=10_10;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.556
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	11	-9	upstream	SY365BB-8-12_bin26-k141_1297159_11	12857	13159	+	ID=10_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.525
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	12	-8	upstream	SY365BB-8-12_bin26-k141_1297159_12	13315	13437	+	ID=10_12;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.455
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	13	-7	upstream	SY365BB-8-12_bin26-k141_1297159_13	13460	13585	+	ID=10_13;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.532
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	14	-6	upstream	SY365BB-8-12_bin26-k141_1297159_14	13597	15354	+	ID=10_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.558
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	15	-5	upstream	SY365BB-8-12_bin26-k141_1297159_15	15351	16490	+	ID=10_15;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.565
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	16	-4	upstream	SY365BB-8-12_bin26-k141_1297159_16	16500	18764	+	ID=10_16;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.562
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	17	-3	upstream	SY365BB-8-12_bin26-k141_1297159_17	18907	20028	+	ID=10_17;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.578
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	18	-2	upstream	SY365BB-8-12_bin26-k141_1297159_18	20041	21186	+	ID=10_18;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.566
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	19	-1	upstream	SY365BB-8-12_bin26-k141_1297159_19	21207	21788	+	ID=10_19;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.543
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	20	0	target	SY365BB-8-12_bin26-k141_1297159_20	21801	24479	+	ID=10_20;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.546
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	21	1	downstream	SY365BB-8-12_bin26-k141_1297159_21	24635	26827	+	ID=10_21;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.575
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	22	2	downstream	SY365BB-8-12_bin26-k141_1297159_22	26853	27593	+	ID=10_22;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.520
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	23	3	downstream	SY365BB-8-12_bin26-k141_1297159_23	27615	27722	+	ID=10_23;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.491
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	24	4	downstream	SY365BB-8-12_bin26-k141_1297159_24	27734	28564	+	ID=10_24;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.597
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	25	5	downstream	SY365BB-8-12_bin26-k141_1297159_25	28571	30217	+	ID=10_25;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.570
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	26	6	downstream	SY365BB-8-12_bin26-k141_1297159_26	30217	31500	+	ID=10_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.585
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	27	7	downstream	SY365BB-8-12_bin26-k141_1297159_27	31500	32870	+	ID=10_27;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.577
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	28	8	downstream	SY365BB-8-12_bin26-k141_1297159_28	32867	35113	-	ID=10_28;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.543
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	29	9	downstream	SY365BB-8-12_bin26-k141_1297159_29	35196	35981	+	ID=10_29;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.538
SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	SY365BB-8-12_bin26-k141_1297159	20	30	10	downstream	SY365BB-8-12_bin26-k141_1297159_30	36092	37357	+	ID=10_30;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.555
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	1	-6	upstream	SY365BB-8-12_bin7-k141_1337394_1	1	1347	-	ID=596_1;partial=10;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.418
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	2	-5	upstream	SY365BB-8-12_bin7-k141_1337394_2	1340	3862	-	ID=596_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.369
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	3	-4	upstream	SY365BB-8-12_bin7-k141_1337394_3	4059	6383	-	ID=596_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.417
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	4	-3	upstream	SY365BB-8-12_bin7-k141_1337394_4	6725	7819	+	ID=596_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.429
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	5	-2	upstream	SY365BB-8-12_bin7-k141_1337394_5	7830	9080	+	ID=596_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.431
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	6	-1	upstream	SY365BB-8-12_bin7-k141_1337394_6	9077	9697	+	ID=596_6;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.430
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	7	0	target	SY365BB-8-12_bin7-k141_1337394_7	9700	12396	+	ID=596_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.425
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	8	1	downstream	SY365BB-8-12_bin7-k141_1337394_8	12648	13151	+	ID=596_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.369
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	9	2	downstream	SY365BB-8-12_bin7-k141_1337394_9	13187	13849	+	ID=596_9;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.371
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	10	3	downstream	SY365BB-8-12_bin7-k141_1337394_10	14081	14893	+	ID=596_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.407
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	11	4	downstream	SY365BB-8-12_bin7-k141_1337394_11	14960	15124	-	ID=596_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.279
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	12	5	downstream	SY365BB-8-12_bin7-k141_1337394_12	15203	15901	+	ID=596_12;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.395
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	13	6	downstream	SY365BB-8-12_bin7-k141_1337394_13	16002	16361	-	ID=596_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.411
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	14	7	downstream	SY365BB-8-12_bin7-k141_1337394_14	16801	17478	+	ID=596_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.388
SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	SY365BB-8-12_bin7-k141_1337394	7	15	8	downstream	SY365BB-8-12_bin7-k141_1337394_15	17720	18559	+	ID=596_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.411
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	1	-4	upstream	SY365BB-8-12_bin8-k141_832694_1	2	142	+	ID=59_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.426
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	2	-3	upstream	SY365BB-8-12_bin8-k141_832694_2	328	1446	+	ID=59_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.527
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	3	-2	upstream	SY365BB-8-12_bin8-k141_832694_3	1461	2600	+	ID=59_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.545
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	4	-1	upstream	SY365BB-8-12_bin8-k141_832694_4	2623	3204	+	ID=59_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.495
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	5	0	target	SY365BB-8-12_bin8-k141_832694_5	3218	5896	+	ID=59_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.527
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	6	1	downstream	SY365BB-8-12_bin8-k141_832694_6	6038	8209	+	ID=59_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.553
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	7	2	downstream	SY365BB-8-12_bin8-k141_832694_7	8237	8974	+	ID=59_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.499
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	8	3	downstream	SY365BB-8-12_bin8-k141_832694_8	8992	9099	+	ID=59_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.463
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	9	4	downstream	SY365BB-8-12_bin8-k141_832694_9	9096	9938	+	ID=59_9;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.562
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	10	5	downstream	SY365BB-8-12_bin8-k141_832694_10	9969	11627	+	ID=59_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566
SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	SY365BB-8-12_bin8-k141_832694	5	11	6	downstream	SY365BB-8-12_bin8-k141_832694_11	11624	11824	+	ID=59_11;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.612
SY366YB-0-4_bin3-k141_281514_2	SY366YB-0-4_bin3	SY366YB-0-4_bin3-k141_281514	2	1	-1	upstream	SY366YB-0-4_bin3-k141_281514_1	3	755	-	ID=597_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.705
SY366YB-0-4_bin3-k141_281514_2	SY366YB-0-4_bin3	SY366YB-0-4_bin3-k141_281514	2	2	0	target	SY366YB-0-4_bin3-k141_281514_2	752	3181	-	ID=597_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.626
SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5	SY366YB-0-4_bin5-k141_98994	2	1	-1	upstream	SY366YB-0-4_bin5-k141_98994_1	3	611	-	ID=174_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.544
SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5	SY366YB-0-4_bin5-k141_98994	2	2	0	target	SY366YB-0-4_bin5-k141_98994_2	751	3429	-	ID=174_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.525
SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5	SY366YB-0-4_bin5-k141_98994	2	3	1	downstream	SY366YB-0-4_bin5-k141_98994_3	3443	4024	-	ID=174_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.507
SY366YB-4-8_bin5-k141_186748_2	SY366YB-4-8_bin5	SY366YB-4-8_bin5-k141_186748	2	1	-1	upstream	SY366YB-4-8_bin5-k141_186748_1	2	559	+	ID=300_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.642
SY366YB-4-8_bin5-k141_186748_2	SY366YB-4-8_bin5	SY366YB-4-8_bin5-k141_186748	2	2	0	target	SY366YB-4-8_bin5-k141_186748_2	556	2379	+	ID=300_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.644
SY366YW-0-4_bin2-k141_1353278_2	SY366YW-0-4_bin2	SY366YW-0-4_bin2-k141_1353278	2	1	-1	upstream	SY366YW-0-4_bin2-k141_1353278_1	1	474	+	ID=427_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.652
SY366YW-0-4_bin2-k141_1353278_2	SY366YW-0-4_bin2	SY366YW-0-4_bin2-k141_1353278	2	2	0	target	SY366YW-0-4_bin2-k141_1353278_2	471	2969	+	ID=427_2;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.636
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	5	-10	upstream	SY366YW-0-4_bin34-k141_1276861_5	5449	5973	-	ID=137_5;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.432
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	6	-9	upstream	SY366YW-0-4_bin34-k141_1276861_6	6310	7677	-	ID=137_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.520
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	7	-8	upstream	SY366YW-0-4_bin34-k141_1276861_7	7716	8885	-	ID=137_7;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.540
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	8	-7	upstream	SY366YW-0-4_bin34-k141_1276861_8	8906	10294	-	ID=137_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.536
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	9	-6	upstream	SY366YW-0-4_bin34-k141_1276861_9	10558	11157	-	ID=137_9;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=11-12bp;gc_cont=0.490
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	10	-5	upstream	SY366YW-0-4_bin34-k141_1276861_10	11189	12586	-	ID=137_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.563
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	11	-4	upstream	SY366YW-0-4_bin34-k141_1276861_11	12583	13863	-	ID=137_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.559
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	12	-3	upstream	SY366YW-0-4_bin34-k141_1276861_12	13873	15627	-	ID=137_12;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.532
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	13	-2	upstream	SY366YW-0-4_bin34-k141_1276861_13	15899	16633	-	ID=137_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.487
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	14	-1	upstream	SY366YW-0-4_bin34-k141_1276861_14	16836	19268	-	ID=137_14;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.541
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	15	0	target	SY366YW-0-4_bin34-k141_1276861_15	19424	22099	-	ID=137_15;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.499
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	16	1	downstream	SY366YW-0-4_bin34-k141_1276861_16	22112	22690	-	ID=137_16;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.509
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	17	2	downstream	SY366YW-0-4_bin34-k141_1276861_17	22704	23840	-	ID=137_17;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.499
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	18	3	downstream	SY366YW-0-4_bin34-k141_1276861_18	23852	24982	-	ID=137_18;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.483
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	19	4	downstream	SY366YW-0-4_bin34-k141_1276861_19	25276	26205	-	ID=137_19;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.534
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	20	5	downstream	SY366YW-0-4_bin34-k141_1276861_20	26224	27558	-	ID=137_20;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.522
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	21	6	downstream	SY366YW-0-4_bin34-k141_1276861_21	27570	28382	-	ID=137_21;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.528
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	22	7	downstream	SY366YW-0-4_bin34-k141_1276861_22	28379	30145	-	ID=137_22;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.517
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	23	8	downstream	SY366YW-0-4_bin34-k141_1276861_23	30153	30284	-	ID=137_23;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.500
