tree_label	candidate_id	MAG_ID	Final_class	gene_id	relative_position	relative_bp_start	relative_bp_end	strand	plot_label	KO	annotation
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_17	-3	-4233.0	-3112.0	+	P-like		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_18	-2	-3099.0	-1954.0	+	P-like		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_19	-1	-1933.0	-1352.0	+	B-related small subunit		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_20	0	-1339.0	1339.0	+	AioA/IdrA-related A		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_21	1	1495.0	3687.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_22	2	3713.0	4453.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_23	3	4475.0	4582.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_24	4	4594.0	5424.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_25	5	5431.0	7077.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_26	6	7077.0	8360.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_27	7	8360.0	9730.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_28	8	9727.0	11973.0	-	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_29	9	12056.0	12841.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_30	10	12952.0	14217.0	+	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_1	-6	-11047.0	-9701.0	-	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_2	-5	-9708.0	-7186.0	-	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_3	-4	-6989.0	-4665.0	-	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_4	-3	-4323.0	-3229.0	+	P-like		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_5	-2	-3218.0	-1968.0	+	P-like		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_6	-1	-1971.0	-1351.0	+	B-related small subunit		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_7	0	-1348.0	1348.0	+	AioA/IdrA-related A		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_8	1	1600.0	2103.0	+	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_9	2	2139.0	2801.0	+	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_10	3	3033.0	3845.0	+	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_11	4	3912.0	4076.0	-	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_12	5	4155.0	4853.0	+	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_13	6	4954.0	5313.0	-	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_14	7	5753.0	6430.0	+	function unknown		
SY365BB-8-12_bin7|SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7-k141_1337394_7	SY365BB-8-12_bin7	IdrA-associated clade	SY365BB-8-12_bin7-k141_1337394_15	8	6672.0	7511.0	+	function unknown		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_1	-4	-4555.0	-4415.0	+	function unknown		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_2	-3	-4229.0	-3111.0	+	P-like		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_3	-2	-3096.0	-1957.0	+	P-like		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_4	-1	-1934.0	-1353.0	+	B-related small subunit		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_5	0	-1339.0	1339.0	+	AioA/IdrA-related A		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_6	1	1481.0	3652.0	+	function unknown		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_7	2	3680.0	4417.0	+	function unknown		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_8	3	4435.0	4542.0	+	function unknown		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_9	4	4539.0	5381.0	+	function unknown		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_10	5	5412.0	7070.0	+	function unknown		
SY365BB-8-12_bin8|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8	IdrA clade	SY365BB-8-12_bin8-k141_832694_11	6	7067.0	7267.0	+	function unknown		
SY366YB-0-4_bin3|SY366YB-0-4_bin3-k141_281514_2	SY366YB-0-4_bin3-k141_281514_2	SY366YB-0-4_bin3	IdrA-associated clade	SY366YB-0-4_bin3-k141_281514_1	-1	-1963.5	-1211.5	-	function unknown		
SY366YB-0-4_bin3|SY366YB-0-4_bin3-k141_281514_2	SY366YB-0-4_bin3-k141_281514_2	SY366YB-0-4_bin3	IdrA-associated clade	SY366YB-0-4_bin3-k141_281514_2	0	-1214.5	1214.5	-	AioA/IdrA-related A		
SY366YB-0-4_bin5|SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5	IdrA-associated clade	SY366YB-0-4_bin5-k141_98994_1	-1	-2087.0	-1479.0	-	function unknown		
SY366YB-0-4_bin5|SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5	IdrA-associated clade	SY366YB-0-4_bin5-k141_98994_2	0	-1339.0	1339.0	-	AioA/IdrA-related A		
SY366YB-0-4_bin5|SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5	IdrA-associated clade	SY366YB-0-4_bin5-k141_98994_3	1	1353.0	1934.0	-	B-related small subunit		
SY366YB-4-8_bin5|SY366YB-4-8_bin5-k141_186748_2	SY366YB-4-8_bin5-k141_186748_2	SY366YB-4-8_bin5	Unknown DMSOR clade	SY366YB-4-8_bin5-k141_186748_1	-1	-1465.5	-908.5	+	B-related small subunit		
SY366YB-4-8_bin5|SY366YB-4-8_bin5-k141_186748_2	SY366YB-4-8_bin5-k141_186748_2	SY366YB-4-8_bin5	Unknown DMSOR clade	SY366YB-4-8_bin5-k141_186748_2	0	-911.5	911.5	+	AioA/IdrA-related A		
SY366YW-0-4_bin2|SY366YW-0-4_bin2-k141_1353278_2	SY366YW-0-4_bin2-k141_1353278_2	SY366YW-0-4_bin2	Unknown DMSOR clade	SY366YW-0-4_bin2-k141_1353278_1	-1	-1719.0	-1246.0	+	B-related small subunit		
SY366YW-0-4_bin2|SY366YW-0-4_bin2-k141_1353278_2	SY366YW-0-4_bin2-k141_1353278_2	SY366YW-0-4_bin2	Unknown DMSOR clade	SY366YW-0-4_bin2-k141_1353278_2	0	-1249.0	1249.0	+	AioA/IdrA-related A		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_5	-10	-15312.5	-14788.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_6	-9	-14451.5	-13084.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_7	-8	-13045.5	-11876.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_8	-7	-11855.5	-10467.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_9	-6	-10203.5	-9604.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_10	-5	-9572.5	-8175.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_11	-4	-8178.5	-6898.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_12	-3	-6888.5	-5134.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_13	-2	-4862.5	-4128.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_14	-1	-3925.5	-1493.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_15	0	-1337.5	1337.5	-	AioA/IdrA-related A		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_16	1	1350.5	1928.5	-	B-related small subunit		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_17	2	1942.5	3078.5	-	P-like		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_18	3	3090.5	4220.5	-	P-like		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_19	4	4514.5	5443.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_20	5	5462.5	6796.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_21	6	6808.5	7620.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_22	7	7617.5	9383.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_23	8	9391.5	9522.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_24	9	9530.5	9727.5	-	function unknown		
SY366YW-0-4_bin34|SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	IdrA clade	SY366YW-0-4_bin34-k141_1276861_25	10	9863.5	11233.5	-	function unknown		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_1	-2	-4171.5	-3509.5	-	function unknown		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_2	-1	-3512.5	-1341.5	-	function unknown		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_3	0	-1337.5	1337.5	-	AioA/IdrA-related A		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_4	1	1350.5	1904.5	-	B-related small subunit		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_5	2	1916.5	3076.5	-	P-like		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_6	3	3094.5	4215.5	-	P-like		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_7	4	4428.5	5456.5	-	function unknown		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_8	5	5458.5	6573.5	-	function unknown		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_9	6	6570.5	6800.5	-	function unknown		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_10	7	6804.5	7652.5	-	function unknown		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_11	8	7652.5	7993.5	-	function unknown		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_12	9	8091.5	9065.5	-	function unknown		
SY366YW-0-4_bin9|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	IdrA clade	SY366YW-0-4_bin9-k141_1360848_13	10	9140.5	10156.5	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_3	-10	-11331.0	-10564.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_4	-9	-10537.0	-8867.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_5	-8	-8658.0	-8005.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_6	-7	-7962.0	-6775.0	+	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_7	-6	-6729.0	-5590.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_8	-5	-5512.0	-3812.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_9	-4	-3787.0	-3374.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_10	-3	-3295.0	-2486.0	+	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_11	-2	-2472.0	-1393.0	+	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_12	-1	-1380.0	-715.0	+	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_13	0	-259.0	259.0	+	AioA/IdrA-related A		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_14	1	276.0	2756.0	+	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_15	2	2833.0	3984.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_16	3	3981.0	5147.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_17	4	5197.0	6228.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_18	5	6405.0	7244.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_19	6	7271.0	8437.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_20	7	8456.0	9706.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_21	8	9860.0	10870.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_22	9	10999.0	11730.0	-	function unknown		
SY366YW-4-8_bin7|SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	Canonical AioA clade	SY366YW-4-8_bin7-k141_14765_23	10	11772.0	12962.0	-	function unknown		
SY366YW-8-12_bin2|SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	IdrA clade	SY366YW-8-12_bin2-k141_497241_12	-10	-13442.0	-13065.0	-	function unknown		
SY366YW-8-12_bin2|SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	IdrA clade	SY366YW-8-12_bin2-k141_497241_13	-9	-12877.0	-12149.0	-	function unknown		
SY366YW-8-12_bin2|SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	IdrA clade	SY366YW-8-12_bin2-k141_497241_14	-8	-12024.0	-9757.0	+	function unknown		
SY366YW-8-12_bin2|SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	IdrA clade	SY366YW-8-12_bin2-k141_497241_15	-7	-9730.0	-8318.0	-	function unknown		
SY366YW-8-12_bin2|SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	IdrA clade	SY366YW-8-12_bin2-k141_497241_16	-6	-8367.0	-7090.0	-	function unknown		
SY366YW-8-12_bin2|SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	IdrA clade	SY366YW-8-12_bin2-k141_497241_17	-5	-7086.0	-5446.0	-	function unknown		
