sample_habitat	final_clade	final_clade_name	research_category	feature_name	source_type	n_samples	n_unique_MAG	total_host_TPM_all_samples	mean_total_host_TPM_per_sample	median_total_host_TPM_per_sample	mean_functional_host_TPM_50_per_sample	n_samples_host_detected	sample_host_detection_prevalence_pct	sample_functional_detection_prevalence_50_pct	abundance_weighted_score_pct	dual_MAG_excluded	reference_bias_note	score_aggregation_note	plot_label	prevalence_plot	weighted_score_plot
ES	Clade 3	IdrA-associated without complete DIRM-like synteny	Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	13	19	811380.80185	62413.9078346154	33964.22677	26097.4756592308	13	100	53.8461538461538	33.0604595766995	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	53.8461538461538	33.0604595766995
ES	Clade 3	IdrA-associated without complete DIRM-like synteny	Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	13	19	811380.80185	62413.9078346154	33964.22677	4395.81066230769	13	100	84.6153846153846	8.84684712804711	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Sulfonate transport system	84.6153846153846	8.84684712804711
ES	Clade 3	IdrA-associated without complete DIRM-like synteny	Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	13	19	811380.80185	62413.9078346154	33964.22677	34611.8709515385	13	100	84.6153846153846	30.1160945388266	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	84.6153846153846	30.1160945388266
ES	Clade 3	IdrA-associated without complete DIRM-like synteny	Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	13	19	811380.80185	62413.9078346154	33964.22677	23511.8292307692	13	100	7.69230769230769	12.6519381629727	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	7.69230769230769	12.6519381629727
IS	Clade 1	Canonical AioA-associated	Carbon	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Previous algorithm: distinct-gene set coverage	21	3	308170.60387	14674.7906604762	12525.931	14674.7906604762	17	80.952380952381	80.952380952381	50	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	80.952380952381	50
IS	Clade 1	Canonical AioA-associated	Carbon	Glycolysis, core module involving three-carbon compounds	Previous algorithm: distinct-gene set coverage	21	3	308170.60387	14674.7906604762	12525.931	14674.7906604762	17	80.952380952381	80.952380952381	50	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Glycolysis, core module involving three-carbon compounds	80.952380952381	50
IS	Clade 1	Canonical AioA-associated	Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	21	3	308170.60387	14674.7906604762	12525.931	4077.25251761905	17	80.952380952381	28.5714285714286	19.4548562102472	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | TCA /Reductive TCA	28.5714285714286	19.4548562102472
IS	Clade 1	Canonical AioA-associated	Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	21	3	308170.60387	14674.7906604762	12525.931	4077.25251761905	17	80.952380952381	28.5714285714286	17.8336181927266	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Motility | Flagellar Assembly (partial 36-KO reconstruction)	28.5714285714286	17.8336181927266
IS	Clade 1	Canonical AioA-associated	Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	21	3	308170.60387	14674.7906604762	12525.931	4077.25251761905	17	80.952380952381	28.5714285714286	19.4548562102472	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Nitrate assimilation	28.5714285714286	19.4548562102472
IS	Clade 1	Canonical AioA-associated	Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	21	3	308170.60387	14674.7906604762	12525.931	14674.7906604762	17	80.952380952381	80.952380952381	63.4241906316255	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Urea cycle	80.952380952381	63.4241906316255
IS	Clade 1	Canonical AioA-associated	Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	21	3	308170.60387	14674.7906604762	12525.931	4077.25251761905	17	80.952380952381	28.5714285714286	19.4548562102472	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Urea transport system	28.5714285714286	19.4548562102472
IS	Clade 1	Canonical AioA-associated	Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	21	3	308170.60387	14674.7906604762	12525.931	4077.25251761905	17	80.952380952381	28.5714285714286	15.5638849681977	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Sulfate/thiosulfate transport system	28.5714285714286	15.5638849681977
IS	Clade 1	Canonical AioA-associated	Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	21	3	308170.60387	14674.7906604762	12525.931	4077.25251761905	17	80.952380952381	28.5714285714286	32.2955710788427	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	28.5714285714286	32.2955710788427
IS	Clade 2	Unknown/uncertain DMSOR	Carbon	Glycolysis, core module involving three-carbon compounds	Previous algorithm: distinct-gene set coverage	21	7	3179255.574195	151393.122580714	148577.04096	2279.97822928571	20	95.2380952380952	85.7142857142857	25.4380909774384	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Glycolysis, core module involving three-carbon compounds	85.7142857142857	25.4380909774384
IS	Clade 2	Unknown/uncertain DMSOR	Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	21	7	3179255.574195	151393.122580714	148577.04096	1778.48896238095	20	95.2380952380952	57.1428571428571	0.893534636300199	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | TCA /Reductive TCA	57.1428571428571	0.893534636300199
IS	Clade 2	Unknown/uncertain DMSOR	Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	21	7	3179255.574195	151393.122580714	148577.04096	1778.48896238095	20	95.2380952380952	57.1428571428571	0.570869350969571	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Motility | Flagellar Assembly (partial 36-KO reconstruction)	57.1428571428571	0.570869350969571
IS	Clade 2	Unknown/uncertain DMSOR	Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	21	7	3179255.574195	151393.122580714	148577.04096	13181.2524047619	20	95.2380952380952	95.2380952380952	8.08599320624082	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Nitrate assimilation	95.2380952380952	8.08599320624082
IS	Clade 2	Unknown/uncertain DMSOR	Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	21	7	3179255.574195	151393.122580714	148577.04096	1925.91842	20	95.2380952380952	57.1428571428571	16.1497092858429	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Urea cycle	57.1428571428571	16.1497092858429
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Arsenic	Arsenate detoxification/resistance (arsC) marker carriage	Independent non-focal arsenic HMM-marker carriage	21	19	1472581.83041	70122.9443052381	62408.93245	52935.7689947619	20	95.2380952380952	95.2380952380952	72.5858592668878	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Arsenic | Arsenate detoxification/resistance (arsC) marker carriage	95.2380952380952	72.5858592668878
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Arsenic	Respiratory arsenate reduction (arrA) marker carriage	Independent non-focal arsenic HMM-marker carriage	21	19	1472581.83041	70122.9443052381	62408.93245	482.602901904762	20	95.2380952380952	23.8095238095238	0.693939606456363	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Arsenic | Respiratory arsenate reduction (arrA) marker carriage	23.8095238095238	0.693939606456363
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Carbon	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	2256.6037447619	20	95.2380952380952	57.1428571428571	13.1213735028195	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	57.1428571428571	13.1213735028195
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Carbon	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	3276.90028952381	20	95.2380952380952	71.4285714285714	25.5496470993394	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	71.4285714285714	25.5496470993394
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Carbon	Glycolysis, core module involving three-carbon compounds	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	18845.8182590476	20	95.2380952380952	71.4285714285714	33.4012316101639	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Glycolysis, core module involving three-carbon compounds	71.4285714285714	33.4012316101639
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Carbon	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	4547.80445619048	20	95.2380952380952	71.4285714285714	20.4014226743413	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	71.4285714285714	20.4014226743413
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	17362.2512252381	20	95.2380952380952	95.2380952380952	21.0359845928216	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	95.2380952380952	21.0359845928216
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	1246.0517047619	20	95.2380952380952	23.8095238095238	1.81450562070101	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | TCA /Reductive TCA	23.8095238095238	1.81450562070101
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	14108.2518471429	20	95.2380952380952	95.2380952380952	17.4606985590592	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Motility | Flagellar Assembly (partial 36-KO reconstruction)	95.2380952380952	17.4606985590592
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	962.798666666667	20	95.2380952380952	28.5714285714286	1.20374803460256	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Complete nitrification, comammox, ammonia => nitrite => nitrate	28.5714285714286	1.20374803460256
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	19156.1012390476	20	95.2380952380952	85.7142857142857	19.0969847723285	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Denitrification, nitrate => nitrogen	85.7142857142857	19.0969847723285
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	811.202176190476	20	95.2380952380952	19.047619047619	19.8641264881681	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	19.047619047619	19.8641264881681
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	2277.32717619048	20	95.2380952380952	85.7142857142857	3.30578671462084	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Nitrate assimilation	85.7142857142857	3.30578671462084
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	962.798666666667	20	95.2380952380952	28.5714285714286	0.902811025951921	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Nitrification, ammonia => nitrite	28.5714285714286	0.902811025951921
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	34195.3158747619	20	95.2380952380952	95.2380952380952	41.112158925797	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Urea cycle	95.2380952380952	41.112158925797
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	482.602901904762	20	95.2380952380952	23.8095238095238	2.24260679755541	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Urea transport system	23.8095238095238	2.24260679755541
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	1293.80507809524	20	95.2380952380952	28.5714285714286	14.8594018355928	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	28.5714285714286	14.8594018355928
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	18606.0265209524	20	95.2380952380952	71.4285714285714	19.8746400394346	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	71.4285714285714	19.8746400394346
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	34035.6694938095	20	95.2380952380952	95.2380952380952	28.0489589663781	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	95.2380952380952	28.0489589663781
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	35110.4062652381	20	95.2380952380952	95.2380952380952	38.7473281401672	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	95.2380952380952	38.7473281401672
IS	Clade 3	IdrA-associated without complete DIRM-like synteny	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	21	19	1472581.83041	70122.9443052381	62408.93245	5852.16249857143	20	95.2380952380952	90.4761904761905	32.4220604470505	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	90.4761904761905	32.4220604470505
IS	Clade 4	IdrA-associated with DIRM-like synteny	Arsenic	Arsenate detoxification/resistance (arsC) marker carriage	Independent non-focal arsenic HMM-marker carriage	21	20	1323065.968506	63003.1413574286	35191.60019	58777.4976155238	20	95.2380952380952	95.2380952380952	94.0997706032113	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Arsenic | Arsenate detoxification/resistance (arsC) marker carriage	95.2380952380952	94.0997706032113
IS	Clade 4	IdrA-associated with DIRM-like synteny	Arsenic	Respiratory arsenate reduction (arrA) marker carriage	Independent non-focal arsenic HMM-marker carriage	21	20	1323065.968506	63003.1413574286	35191.60019	3440.00125428571	20	95.2380952380952	57.1428571428571	14.0325029802923	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Arsenic | Respiratory arsenate reduction (arrA) marker carriage	57.1428571428571	14.0325029802923
IS	Clade 4	IdrA-associated with DIRM-like synteny	Carbon	Citrate cycle (TCA cycle, Krebs cycle)	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	360.766716190476	20	95.2380952380952	23.8095238095238	37.6027514679788	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Citrate cycle (TCA cycle, Krebs cycle)	23.8095238095238	37.6027514679788
IS	Clade 4	IdrA-associated with DIRM-like synteny	Carbon	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	1527.43398	20	95.2380952380952	52.3809523809524	33.3972254770278	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	52.3809523809524	33.3972254770278
IS	Clade 4	IdrA-associated with DIRM-like synteny	Carbon	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	360.766716190476	20	95.2380952380952	23.8095238095238	38.3449031134407	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	23.8095238095238	38.3449031134407
IS	Clade 4	IdrA-associated with DIRM-like synteny	Carbon	Glycolysis, core module involving three-carbon compounds	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	54726.4468761905	20	95.2380952380952	95.2380952380952	48.3557026870988	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Glycolysis, core module involving three-carbon compounds	95.2380952380952	48.3557026870988
IS	Clade 4	IdrA-associated with DIRM-like synteny	Carbon	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	17570.9695566667	20	95.2380952380952	95.2380952380952	37.3597645207737	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	95.2380952380952	37.3597645207737
